Segment,Category,Sub-Category,City,Order Date,Postal Code,Region,Ship Status,State,Profit,Sales,,
Home Office,Office Supplies,Artwork and Statues,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,51,8,,
Home Office,Office Supplies,Artwork and Statues,Superior,22-Dec-19,54880,Central,Early Delivery,Wisconsin,78,120,,
Home Office,Office Supplies,Artwork and Statues,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,42,696,,
Home Office,Office Furniture,Corner Desks,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,-44,33,,
Home Office,Office Supplies,Kitchen Appliances,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,49,30,,
Home Office,Technology,Phone and Fax,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,29,36,,
Home Office,Office Supplies,Printing Paper,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,42,12,,
Home Office,Office Supplies,Printing Paper,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,1050,100,,
Home Office,Office Supplies,Storage and Archive,Superior,29-May-20,54880,Central,Early Delivery,Wisconsin,11,100,,
Consumer,Technology,Cables and Connectors,Appleton,13-Oct-20,54915,Central,Early Delivery,Wisconsin,10,80,,
Home Office,Office Supplies,Label Maker Tape,Appleton,3-May-18,54915,Central,Late Delivery,Wisconsin,-20,72,,
Consumer,Technology,Cables and Connectors,Cottage Grove,29-Dec-18,55016,Central,Early Delivery,Minnesota,5,772,,
Consumer,Office Supplies,Storage and Archive,Cottage Grove,29-Dec-18,55016,Central,Early Delivery,Minnesota,29,62,,
Consumer,Office Supplies,Artwork and Statues,Lakeville,17-Mar-18,55044,Central,Late Delivery,Minnesota,10,90,,
Consumer,Office Supplies,Artwork and Statues,Lakeville,20-Nov-21,55044,Central,Late Delivery,Minnesota,57,340,,
Home Office,Office Furniture,Computer Chairs,Lakeville,1-Jun-18,55044,Central,Late Delivery,Minnesota,9,200,,
Home Office,Office Furniture,Computer Chairs,Lakeville,30-Jul-19,55044,Central,Late Delivery,Minnesota,8,133,,
Consumer,Office Supplies,Envelopes,Lakeville,21-Aug-21,55044,Central,Late Delivery,Minnesota,8,14000,,
Consumer,Office Supplies,Envelopes,Lakeville,21-Aug-21,55044,Central,Late Delivery,Minnesota,-16,475,,
Consumer,Office Supplies,Folders,Lakeville,17-Mar-18,55044,Central,Late Delivery,Minnesota,50,83,,
Consumer,Office Supplies,Folders,Lakeville,17-Mar-18,55044,Central,Late Delivery,Minnesota,46,1650,,
Home Office,Office Supplies,Kitchen Appliances,Lakeville,1-Jun-18,55044,Central,Late Delivery,Minnesota,1,249,,
Consumer,Office Supplies,Kitchen Appliances,Lakeville,17-Mar-18,55044,Central,Late Delivery,Minnesota,8,300,,
Home Office,Office Supplies,Printing Paper,Lakeville,1-Jun-18,55044,Central,Late Delivery,Minnesota,3,140,,
Home Office,Office Supplies,Printing Paper,Lakeville,1-Jun-18,55044,Central,Late Delivery,Minnesota,-1,480,,
Consumer,Office Supplies,Printing Paper,Lakeville,17-Mar-18,55044,Central,Late Delivery,Minnesota,29,16,,
Consumer,Office Supplies,Stationary Supplies,Lakeville,21-Aug-21,55044,Central,Late Delivery,Minnesota,5,345,,
Home Office,Office Supplies,Storage and Archive,Lakeville,1-Jun-18,55044,Central,Late Delivery,Minnesota,-1,573,,
Corporate,Office Supplies,Kitchen Appliances,Saint Paul,5-Sep-20,55106,Central,Early Delivery,Minnesota,28,456,,
Corporate,Technology,Phone and Fax,Saint Paul,7-Dec-20,55106,Central,Late Delivery,Minnesota,-59,72,,
Home Office,Office Furniture,Corner Desks,Roseville,10-Nov-19,55113,Central,Early Delivery,Minnesota,41,53,,
Home Office,Office Supplies,Folders,Roseville,10-Nov-19,55113,Central,Early Delivery,Minnesota,13,494,,
Home Office,Office Supplies,Kitchen Appliances,Roseville,10-Nov-19,55113,Central,Early Delivery,Minnesota,8,302,,
Corporate,Office Supplies,Label Maker Tape,Roseville,15-Aug-21,55113,Central,Early Delivery,Minnesota,46,108,,
Home Office,Technology,Printers,Roseville,10-Nov-19,55113,Central,Early Delivery,Minnesota,4,211,,
Home Office,Office Supplies,Storage and Archive,Roseville,10-Nov-19,55113,Central,Early Delivery,Minnesota,37,432,,
Home Office,Office Supplies,Artwork and Statues,Eagan,10-Aug-19,55122,Central,On Schedule,Minnesota,9,32,,
Corporate,Technology,Cables and Connectors,Eagan,10-Mar-20,55122,Central,Late Delivery,Minnesota,8,127,,
Corporate,Office Supplies,Folders,Eagan,10-Mar-20,55122,Central,Late Delivery,Minnesota,14,504,,
Consumer,Office Supplies,Label Maker Tape,Eagan,3-Nov-21,55122,Central,On Schedule,Minnesota,1,1680,,
Home Office,Office Supplies,Label Maker Tape,Eagan,10-Aug-19,55122,Central,On Schedule,Minnesota,16,658,,
Home Office,Office Supplies,Label Maker Tape,Eagan,10-Aug-19,55122,Central,On Schedule,Minnesota,-1,126,,
Consumer,Office Supplies,Printing Paper,Eagan,3-Nov-21,55122,Central,On Schedule,Minnesota,6,552,,
Consumer,Office Supplies,Storage and Archive,Eagan,3-Nov-21,55122,Central,On Schedule,Minnesota,14,180,,
Consumer,Office Supplies,Artwork and Statues,Apple Valley,4-Jun-21,55124,Central,On Schedule,Minnesota,4,11,,
Consumer,Office Supplies,Storage and Archive,Apple Valley,30-Mar-18,55124,Central,On Schedule,Minnesota,4,600,,
Corporate,Office Supplies,Folders,Woodbury,4-Jan-19,55125,Central,On Schedule,Minnesota,9,114,,
Corporate,Office Supplies,Printing Paper,Woodbury,4-Jan-19,55125,Central,On Schedule,Minnesota,11,1287,,
Corporate,Office Supplies,Storage and Archive,Woodbury,3-Sep-20,55125,Central,Early Delivery,Minnesota,38,64,,
Corporate,Office Supplies,Folders,Maple Grove,20-Jul-21,55369,Central,Early Delivery,Minnesota,10,37,,
Home Office,Office Supplies,Label Maker Tape,Maple Grove,15-Jun-21,55369,Central,Late Delivery,Minnesota,46,160,,
Home Office,Office Supplies,Printing Paper,Maple Grove,15-Jun-21,55369,Central,Late Delivery,Minnesota,4,39,,
Home Office,Office Supplies,Storage and Archive,Maple Grove,15-Jun-21,55369,Central,Late Delivery,Minnesota,644,80,,
Home Office,Office Supplies,Artwork and Statues,Minneapolis,6-Nov-21,55407,Central,Late Delivery,Minnesota,15,264,,
Consumer,Office Furniture,Computer Chairs,Minneapolis,31-May-19,55407,Central,Early Delivery,Minnesota,14,96,,
Consumer,Office Furniture,Corner Desks,Minneapolis,31-Jan-19,55407,Central,Late Delivery,Minnesota,1062,55,,
Corporate,Office Furniture,Corner Desks,Minneapolis,17-Dec-20,55407,Central,Early Delivery,Minnesota,10,224,,
Consumer,Office Furniture,Corner Desks,Minneapolis,8-May-19,55407,Central,Early Delivery,Minnesota,3,80,,
Home Office,Office Supplies,Envelopes,Minneapolis,14-Nov-21,55407,Central,Late Delivery,Minnesota,41,166,,
Consumer,Office Supplies,Folders,Minneapolis,31-Jan-19,55407,Central,Late Delivery,Minnesota,19,17,,
Consumer,Office Supplies,Folders,Minneapolis,3-Oct-21,55407,Central,Late Delivery,Minnesota,15,130,,
Consumer,Office Supplies,Folders,Minneapolis,29-Jun-21,55407,Central,Early Delivery,Minnesota,23,1350,,
Consumer,Office Supplies,Folders,Minneapolis,8-May-19,55407,Central,Early Delivery,Minnesota,11,1215,,
Consumer,Office Supplies,Folders,Minneapolis,23-Sep-18,55407,Central,Early Delivery,Minnesota,8,288,,
Consumer,Office Supplies,Folders,Minneapolis,23-Sep-18,55407,Central,Early Delivery,Minnesota,10,2800,,
Consumer,Office Supplies,Kitchen Appliances,Minneapolis,29-Jun-21,55407,Central,Early Delivery,Minnesota,11,280,,
Consumer,Office Supplies,Kitchen Appliances,Minneapolis,12-Feb-21,55407,Central,Early Delivery,Minnesota,8,120,,
Consumer,Technology,Phone and Fax,Minneapolis,8-May-19,55407,Central,Early Delivery,Minnesota,13,2310,,
Consumer,Office Supplies,Printing Paper,Minneapolis,31-Jan-19,55407,Central,Late Delivery,Minnesota,6,120,,
Consumer,Office Supplies,Printing Paper,Minneapolis,23-Sep-18,55407,Central,Early Delivery,Minnesota,40,58,,
Home Office,Office Supplies,Printing Paper,Minneapolis,6-Nov-21,55407,Central,Late Delivery,Minnesota,13,160,,
Home Office,Office Furniture,Standard Desks,Minneapolis,8-Jun-20,55407,Central,Late Delivery,Minnesota,884,142,,
Consumer,Office Supplies,Storage and Archive,Minneapolis,22-Jun-18,55407,Central,Late Delivery,Minnesota,1,44,,
Consumer,Office Supplies,Storage and Archive,Minneapolis,22-Jun-18,55407,Central,Late Delivery,Minnesota,9,486,,
Consumer,Office Supplies,Storage and Archive,Minneapolis,23-Sep-18,55407,Central,Early Delivery,Minnesota,7,102,,
Corporate,Office Supplies,Storage and Archive,Minneapolis,18-Nov-18,55407,Central,Early Delivery,Minnesota,10,29,,
Consumer,Technology,Phone and Fax,Coon Rapids,19-Nov-18,55433,Central,Early Delivery,Minnesota,7,72,,
Consumer,Office Supplies,Storage and Archive,Coon Rapids,19-Nov-18,55433,Central,Early Delivery,Minnesota,64,100,,
Consumer,Office Supplies,Artwork and Statues,Rochester,4-Dec-21,55901,Central,Early Delivery,Minnesota,6,36,,
Consumer,Technology,Cables and Connectors,Rochester,26-Oct-21,55901,Central,Late Delivery,Minnesota,4,12,,
Consumer,Technology,Cables and Connectors,Rochester,4-Dec-21,55901,Central,Early Delivery,Minnesota,4,23,,
Consumer,Technology,Cables and Connectors,Rochester,4-Dec-21,55901,Central,Early Delivery,Minnesota,-94,627,,
Consumer,Office Furniture,Computer Chairs,Rochester,25-Sep-21,55901,Central,Early Delivery,Minnesota,2,824,,
Corporate,Office Furniture,Corner Desks,Rochester,5-Sep-19,55901,Central,Early Delivery,Minnesota,-167,448,,
Consumer,Office Supplies,Envelopes,Rochester,5-Mar-21,55901,Central,On Schedule,Minnesota,7,56,,
Consumer,Office Supplies,Folders,Rochester,21-Sep-21,55901,Central,Early Delivery,Minnesota,6,864,,
Consumer,Office Supplies,Folders,Rochester,5-Mar-21,55901,Central,On Schedule,Minnesota,7,200,,
Consumer,Office Supplies,Folders,Rochester,5-Mar-21,55901,Central,On Schedule,Minnesota,6,200,,
Consumer,Office Supplies,Folders,Rochester,25-Sep-21,55901,Central,Early Delivery,Minnesota,51,118,,
Consumer,Office Supplies,Label Maker Tape,Rochester,26-Oct-21,55901,Central,Late Delivery,Minnesota,52,180,,
Consumer,Office Supplies,Printing Paper,Rochester,30-Nov-20,55901,Central,On Schedule,Minnesota,5,120,,
Corporate,Office Supplies,Printing Paper,Rochester,5-Sep-19,55901,Central,Early Delivery,Minnesota,5,145,,
Consumer,Office Furniture,Standard Desks,Rochester,22-Dec-21,55901,Central,Early Delivery,Minnesota,21,240,,
Consumer,Office Supplies,Storage and Archive,Rochester,5-Mar-21,55901,Central,On Schedule,Minnesota,16,448,,
Consumer,Office Supplies,Storage and Archive,Rochester,22-Dec-21,55901,Central,Early Delivery,Minnesota,27,165,,
Corporate,Technology,Cables and Connectors,Saint Cloud,24-Sep-21,56301,Central,Early Delivery,Minnesota,4,1296,,
Corporate,Technology,Cables and Connectors,Saint Cloud,24-Sep-21,56301,Central,Early Delivery,Minnesota,11,2800,,
Corporate,Office Furniture,Computer Chairs,Saint Cloud,24-Sep-21,56301,Central,Early Delivery,Minnesota,-3,80,,
Consumer,Technology,Cables and Connectors,Moorhead,7-Aug-21,56560,Central,Early Delivery,Minnesota,6,448,,
Home Office,Office Furniture,Computer Chairs,Moorhead,17-Nov-18,56560,Central,Early Delivery,Minnesota,7,72,,
Corporate,Technology,Cables and Connectors,Sioux Falls,20-Jul-21,57103,Central,Early Delivery,South Dakota,42,84,,
Corporate,Technology,Cables and Connectors,Sioux Falls,15-Jul-18,57103,Central,Early Delivery,South Dakota,168,394,,
Corporate,Office Furniture,Computer Chairs,Sioux Falls,20-Jul-21,57103,Central,Early Delivery,South Dakota,-936,135,,
Corporate,Office Supplies,Envelopes,Sioux Falls,15-Jul-18,57103,Central,Early Delivery,South Dakota,13,136,,
Corporate,Office Supplies,Folders,Sioux Falls,20-Jul-21,57103,Central,Early Delivery,South Dakota,30,105,,
Corporate,Office Supplies,Folders,Sioux Falls,20-Jul-21,57103,Central,Early Delivery,South Dakota,16,264,,
Corporate,Office Supplies,Kitchen Appliances,Sioux Falls,20-Jul-21,57103,Central,Early Delivery,South Dakota,2,160,,
Consumer,Office Supplies,Label Maker Tape,Sioux Falls,25-Jul-21,57103,Central,On Schedule,South Dakota,9,831,,
Corporate,Office Supplies,Label Maker Tape,Sioux Falls,20-Jul-21,57103,Central,Early Delivery,South Dakota,16,297,,
Consumer,Office Supplies,Stationary Supplies,Aberdeen,11-Nov-21,57401,Central,On Schedule,South Dakota,192,155,,
Corporate,Office Supplies,Folders,Rapid City,26-Jan-18,57701,Central,Late Delivery,South Dakota,42,105,,
Corporate,Office Furniture,Storage Cabinets,Rapid City,26-Jan-18,57701,Central,Late Delivery,South Dakota,70,113,,
Consumer,Office Supplies,Artwork and Statues,Fargo,20-May-21,58103,Central,Early Delivery,North Dakota,11,112,,
Consumer,Office Supplies,Artwork and Statues,Fargo,20-May-21,58103,Central,Early Delivery,North Dakota,9,167,,
Consumer,Office Supplies,Artwork and Statues,Fargo,20-May-21,58103,Central,Early Delivery,North Dakota,3,95,,
Home Office,Office Supplies,Artwork and Statues,Fargo,28-Dec-21,58103,Central,Early Delivery,North Dakota,9,24,,
Consumer,Office Supplies,Envelopes,Fargo,20-May-21,58103,Central,Early Delivery,North Dakota,9,26,,
Home Office,Office Supplies,Folders,Fargo,28-Dec-21,58103,Central,Early Delivery,North Dakota,10,148,,
Consumer,Office Supplies,Storage and Archive,Fargo,20-May-21,58103,Central,Early Delivery,North Dakota,8,240,,
Corporate,Office Supplies,Folders,Billings,24-Aug-18,59102,Western,On Schedule,Montana,22,120,,
Consumer,Technology,Cables and Connectors,Great Falls,11-Apr-18,59405,Western,Late Delivery,Montana,26,298,,
Home Office,Office Supplies,Folders,Great Falls,19-Jul-18,59405,Western,Early Delivery,Montana,54,16,,
Consumer,Technology,Phone and Fax,Great Falls,11-Apr-18,59405,Western,Late Delivery,Montana,15,360,,
Home Office,Technology,Printers,Great Falls,21-Jan-21,59405,Western,Early Delivery,Montana,-2,158,,
Home Office,Office Supplies,Printing Paper,Great Falls,21-Jan-21,59405,Western,Early Delivery,Montana,15,24,,
Home Office,Office Supplies,Storage and Archive,Great Falls,21-Jan-21,59405,Western,Early Delivery,Montana,6,320,,
Home Office,Office Supplies,Storage and Archive,Great Falls,21-Jan-21,59405,Western,Early Delivery,Montana,3,659,,
Consumer,Office Supplies,Storage and Archive,Great Falls,11-Apr-18,59405,Western,Late Delivery,Montana,35,240,,
Home Office,Office Furniture,Corner Desks,Helena,13-Nov-19,59601,Western,Early Delivery,Montana,38,398,,
Home Office,Technology,Phone and Fax,Helena,13-Nov-19,59601,Western,Early Delivery,Montana,6720,720,,
Corporate,Office Supplies,Storage and Archive,Helena,25-Sep-21,59601,Western,Late Delivery,Montana,147,824,,
Home Office,Office Supplies,Label Maker Tape,Bozeman,23-Jan-19,59715,Western,Early Delivery,Montana,122,480,,
Home Office,Office Supplies,Printing Paper,Bozeman,23-Jan-19,59715,Western,Early Delivery,Montana,86,1400,,
Consumer,Office Supplies,Folders,Missoula,31-Dec-19,59801,Western,Early Delivery,Montana,11,538,,
Consumer,Office Supplies,Artwork and Statues,Arlington Heights,10-Nov-20,60004,Central,Early Delivery,Illinois,-21,420,,
Consumer,Office Furniture,Corner Desks,Des Plaines,18-Nov-18,60016,Central,Late Delivery,Illinois,5,400,,
Consumer,Office Supplies,Folders,Des Plaines,18-Nov-18,60016,Central,Late Delivery,Illinois,4,32,,
Consumer,Technology,Phone and Fax,Des Plaines,4-Apr-21,60016,Central,Early Delivery,Illinois,18,40,,
Consumer,Office Furniture,Standard Desks,Des Plaines,18-Nov-18,60016,Central,Late Delivery,Illinois,1,136,,
Consumer,Office Supplies,Storage and Archive,Des Plaines,18-Nov-18,60016,Central,Late Delivery,Illinois,3,42,,
Consumer,Office Furniture,Storage Cabinets,Des Plaines,18-Nov-18,60016,Central,Late Delivery,Illinois,12,32,,
Consumer,Technology,Phone and Fax,Glenview,19-Dec-19,60025,Central,Late Delivery,Illinois,3,14,,
Corporate,Office Furniture,Computer Chairs,Highland Park,26-Jun-20,60035,Central,Early Delivery,Illinois,2,308,,
Consumer,Office Supplies,Folders,Highland Park,20-Jul-19,60035,Central,Late Delivery,Illinois,56,100,,
Home Office,Office Supplies,Folders,Highland Park,12-Nov-20,60035,Central,Early Delivery,Illinois,21,308,,
Consumer,Technology,Phone and Fax,Highland Park,20-Jul-19,60035,Central,Late Delivery,Illinois,2,57,,
Corporate,Office Supplies,Printing Paper,Highland Park,26-Jun-20,60035,Central,Early Delivery,Illinois,69,240,,
Consumer,Office Furniture,Storage Cabinets,Highland Park,20-Jul-19,60035,Central,Late Delivery,Illinois,4,480,,
Consumer,Office Furniture,Storage Cabinets,Highland Park,20-Jul-19,60035,Central,Late Delivery,Illinois,7,138,,
Corporate,Technology,Cables and Connectors,Palatine,11-Dec-21,60067,Central,On Schedule,Illinois,172,60,,
Home Office,Office Furniture,Corner Desks,Park Ridge,17-Jan-19,60068,Central,Late Delivery,Illinois,-27,678,,
Home Office,Technology,Phone and Fax,Park Ridge,27-May-20,60068,Central,Early Delivery,Illinois,37,632,,
Consumer,Office Supplies,Printing Paper,Park Ridge,9-Dec-21,60068,Central,Late Delivery,Illinois,-8,87,,
Consumer,Office Supplies,Artwork and Statues,Skokie,14-Dec-21,60076,Central,On Schedule,Illinois,49,900,,
Consumer,Technology,Cables and Connectors,Skokie,14-Dec-21,60076,Central,On Schedule,Illinois,2,90,,
Consumer,Office Furniture,Corner Desks,Skokie,14-Dec-21,60076,Central,On Schedule,Illinois,8,980,,
Consumer,Office Furniture,Corner Desks,Skokie,14-Dec-21,60076,Central,On Schedule,Illinois,-8,1800,,
Consumer,Office Furniture,Corner Desks,Skokie,27-Dec-18,60076,Central,Early Delivery,Illinois,-108,133,,
Corporate,Office Supplies,Envelopes,Skokie,29-Nov-18,60076,Central,Early Delivery,Illinois,13,120,,
Consumer,Office Supplies,Folders,Skokie,8-Jun-21,60076,Central,Early Delivery,Illinois,-51,833,,
Corporate,Office Supplies,Folders,Skokie,17-Jun-21,60076,Central,Late Delivery,Illinois,1,72,,
Corporate,Office Supplies,Folders,Skokie,17-Jun-21,60076,Central,Late Delivery,Illinois,6,1071,,
Corporate,Office Supplies,Printing Paper,Skokie,17-Jun-21,60076,Central,Late Delivery,Illinois,6,280,,
Consumer,Office Supplies,Storage and Archive,Skokie,27-Dec-18,60076,Central,Early Delivery,Illinois,-12,40,,
Consumer,Technology,Cables and Connectors,Buffalo Grove,2-Sep-18,60089,Central,On Schedule,Illinois,5,32,,
Consumer,Office Furniture,Standard Desks,Buffalo Grove,30-May-18,60089,Central,On Schedule,Illinois,-58,80,,
Consumer,Office Supplies,Artwork and Statues,Wheeling,23-Jul-21,60090,Central,Early Delivery,Illinois,-5,48,,
Consumer,Office Furniture,Corner Desks,Wheeling,7-Sep-20,60090,Central,On Schedule,Illinois,9,72,,
Consumer,Office Furniture,Standard Desks,Wheeling,7-Sep-20,60090,Central,On Schedule,Illinois,1,17,,
Home Office,Office Supplies,Artwork and Statues,Woodstock,16-Jul-21,60098,Central,Early Delivery,Illinois,12,120,,
Corporate,Office Furniture,Computer Chairs,Woodstock,26-Dec-20,60098,Central,Early Delivery,Illinois,21,480,,
Consumer,Office Supplies,Folders,Woodstock,21-Feb-18,60098,Central,Early Delivery,Illinois,2,65,,
Home Office,Office Furniture,Computer Chairs,Elmhurst,1-Mar-18,60126,Central,Early Delivery,Illinois,38,155,,
Home Office,Office Supplies,Printing Paper,Elmhurst,17-Apr-20,60126,Central,Early Delivery,Illinois,22,136,,
Home Office,Office Supplies,Printing Paper,Elmhurst,1-Mar-18,60126,Central,Early Delivery,Illinois,1,40,,
Home Office,Office Supplies,Storage and Archive,Elmhurst,17-Apr-20,60126,Central,Early Delivery,Illinois,20,46,,
Home Office,Office Supplies,Artwork and Statues,Saint Charles,21-Dec-19,60174,Central,Late Delivery,Illinois,6,660,,
Home Office,Technology,Cables and Connectors,Saint Charles,21-Dec-19,60174,Central,Late Delivery,Illinois,22,10,,
Consumer,Office Furniture,Corner Desks,Saint Charles,27-Apr-20,60174,Central,Early Delivery,Illinois,-4,430,,
Home Office,Office Furniture,Corner Desks,Saint Charles,21-Dec-19,60174,Central,Late Delivery,Illinois,6,27,,
Home Office,Office Furniture,Corner Desks,Saint Charles,29-Dec-18,60174,Central,Early Delivery,Illinois,16,108,,
Home Office,Technology,Printers,Saint Charles,21-Dec-19,60174,Central,Late Delivery,Illinois,67,270,,
Consumer,Office Furniture,Computer Chairs,Carol Stream,2-Jul-19,60188,Central,Early Delivery,Illinois,-18,281,,
Consumer,Office Furniture,Computer Chairs,Carol Stream,2-Jul-19,60188,Central,Early Delivery,Illinois,5,1200,,
Consumer,Office Supplies,Printing Paper,Carol Stream,2-Jul-19,60188,Central,Early Delivery,Illinois,-7,432,,
Consumer,Office Supplies,Storage and Archive,Carol Stream,2-Jul-19,60188,Central,Early Delivery,Illinois,-5,1023,,
Consumer,Office Supplies,Storage and Archive,Carol Stream,2-Jul-19,60188,Central,Early Delivery,Illinois,-8,500,,
Consumer,Technology,Cables and Connectors,Evanston,16-Apr-19,60201,Central,Early Delivery,Illinois,1,100,,
Consumer,Office Furniture,Computer Chairs,Evanston,3-Oct-18,60201,Central,Late Delivery,Illinois,-34,1400,,
Consumer,Technology,Phone and Fax,Evanston,19-Mar-20,60201,Central,Early Delivery,Illinois,7,700,,
Consumer,Technology,Printers,Evanston,16-Apr-19,60201,Central,Early Delivery,Illinois,2,48,,
Corporate,Office Supplies,Artwork and Statues,Oak Park,15-Dec-21,60302,Central,Early Delivery,Illinois,82,63,,
Consumer,Office Supplies,Kitchen Appliances,Frankfort,21-May-19,60423,Central,On Schedule,Illinois,1,29,,
Consumer,Office Supplies,Printing Paper,Frankfort,17-Jun-20,60423,Central,Late Delivery,Illinois,1,200,,
Consumer,Office Supplies,Envelopes,Bolingbrook,23-Aug-19,60440,Central,On Schedule,Illinois,70,146,,
Home Office,Office Supplies,Folders,Bolingbrook,22-Nov-18,60440,Central,On Schedule,Illinois,8,8750,,
Consumer,Office Supplies,Kitchen Appliances,Bolingbrook,23-Aug-19,60440,Central,On Schedule,Illinois,97,226,,
Consumer,Technology,Phone and Fax,Bolingbrook,25-Jun-21,60440,Central,On Schedule,Illinois,0,206,,
Consumer,Office Supplies,Printing Paper,Bolingbrook,23-Aug-19,60440,Central,On Schedule,Illinois,3,174,,
Consumer,Office Supplies,Stationary Supplies,Bolingbrook,23-Aug-19,60440,Central,On Schedule,Illinois,6,48,,
Consumer,Office Supplies,Folders,Romeoville,6-Feb-18,60441,Central,Late Delivery,Illinois,-166,80,,
Home Office,Technology,Cables and Connectors,Orland Park,15-Oct-19,60462,Central,Early Delivery,Illinois,2,480,,
Corporate,Office Furniture,Corner Desks,Tinley Park,4-May-19,60477,Central,On Schedule,Illinois,7,109,,
Consumer,Office Supplies,Artwork and Statues,Aurora,29-Jan-21,60505,Central,Late Delivery,Illinois,-39,384,,
Home Office,Office Supplies,Artwork and Statues,Aurora,10-May-19,60505,Central,On Schedule,Illinois,70,22,,
Home Office,Technology,Cables and Connectors,Aurora,29-Jun-20,60505,Central,On Schedule,Illinois,11,336,,
Home Office,Office Furniture,Computer Chairs,Aurora,18-Sep-20,60505,Central,On Schedule,Illinois,1,4368,,
Consumer,Office Furniture,Computer Chairs,Aurora,11-Dec-21,60505,Central,On Schedule,Illinois,5,100,,
Consumer,Office Furniture,Computer Chairs,Aurora,10-Oct-21,60505,Central,On Schedule,Illinois,4,100,,
Consumer,Office Furniture,Computer Chairs,Aurora,25-Apr-19,60505,Central,Early Delivery,Illinois,4,120,,
Corporate,Office Furniture,Computer Chairs,Aurora,6-Jul-20,60505,Central,Late Delivery,Illinois,79,120,,
Consumer,Office Furniture,Corner Desks,Aurora,11-Dec-21,60505,Central,On Schedule,Illinois,49,50,,
Corporate,Office Furniture,Corner Desks,Aurora,6-Jul-20,60505,Central,Late Delivery,Illinois,2,238,,
Home Office,Office Furniture,Corner Desks,Aurora,28-Nov-20,60505,Central,Late Delivery,Illinois,8,22,,
Home Office,Office Furniture,Corner Desks,Aurora,2-Sep-20,60505,Central,On Schedule,Illinois,13,990,,
Consumer,Office Supplies,Envelopes,Aurora,20-Jan-21,60505,Central,Early Delivery,Illinois,-3,53,,
Corporate,Office Supplies,Envelopes,Aurora,6-Jul-20,60505,Central,Late Delivery,Illinois,144,108,,
Home Office,Office Supplies,Folders,Aurora,18-Sep-20,60505,Central,On Schedule,Illinois,1,428,,
Corporate,Office Supplies,Folders,Aurora,21-Jul-21,60505,Central,On Schedule,Illinois,13,44,,
Corporate,Office Supplies,Folders,Aurora,21-Jul-21,60505,Central,On Schedule,Illinois,17,72,,
Home Office,Office Supplies,Folders,Aurora,14-Jul-18,60505,Central,On Schedule,Illinois,19,83,,
Home Office,Office Supplies,Kitchen Appliances,Aurora,10-May-19,60505,Central,On Schedule,Illinois,3,235,,
Consumer,Technology,Phone and Fax,Aurora,29-Jan-21,60505,Central,Late Delivery,Illinois,20,68,,
Corporate,Technology,Phone and Fax,Aurora,13-Mar-21,60505,Central,Late Delivery,Illinois,7,148,,
Home Office,Technology,Phone and Fax,Aurora,14-Jul-18,60505,Central,On Schedule,Illinois,8,539,,
Consumer,Office Supplies,Printing Paper,Aurora,28-Dec-20,60505,Central,On Schedule,Illinois,13,436,,
Consumer,Office Supplies,Printing Paper,Aurora,11-Dec-21,60505,Central,On Schedule,Illinois,5,272,,
Corporate,Office Supplies,Printing Paper,Aurora,6-Jul-20,60505,Central,Late Delivery,Illinois,3,23,,
Consumer,Office Furniture,Standard Desks,Aurora,7-Jun-18,60505,Central,Late Delivery,Illinois,9,35,,
Consumer,Office Furniture,Standard Desks,Aurora,29-Jan-21,60505,Central,Late Delivery,Illinois,117,136,,
Corporate,Office Furniture,Standard Desks,Aurora,9-Oct-21,60505,Central,Early Delivery,Illinois,28,480,,
Corporate,Office Furniture,Standard Desks,Aurora,9-Oct-21,60505,Central,Early Delivery,Illinois,6,85,,
Home Office,Office Furniture,Standard Desks,Aurora,22-Jun-19,60505,Central,Late Delivery,Illinois,56,202,,
Consumer,Office Supplies,Stationary Supplies,Aurora,29-Jan-21,60505,Central,Late Delivery,Illinois,-20,21,,
Consumer,Office Supplies,Storage and Archive,Aurora,25-Apr-19,60505,Central,Early Delivery,Illinois,-25,140,,
Home Office,Office Supplies,Storage and Archive,Aurora,21-Apr-20,60505,Central,Early Delivery,Illinois,5,24,,
Home Office,Office Supplies,Storage and Archive,Aurora,10-Jul-21,60505,Central,Early Delivery,Illinois,49,72,,
Consumer,Technology,Cables and Connectors,Naperville,17-Nov-21,60540,Central,Late Delivery,Illinois,27,640,,
Consumer,Office Furniture,Computer Chairs,Naperville,24-May-19,60540,Central,Early Delivery,Illinois,13,4477,,
Home Office,Office Supplies,Folders,Naperville,4-Jan-18,60540,Central,Early Delivery,Illinois,5,96,,
Consumer,Office Supplies,Folders,Naperville,24-May-19,60540,Central,Early Delivery,Illinois,-53,320,,
Consumer,Office Supplies,Folders,Naperville,20-Sep-19,60540,Central,Early Delivery,Illinois,-109,202,,
Home Office,Office Supplies,Label Maker Tape,Naperville,4-Jan-18,60540,Central,Early Delivery,Illinois,5,2800,,
Corporate,Technology,Phone and Fax,Naperville,10-Sep-21,60540,Central,Early Delivery,Illinois,0,1200,,
